drug_name,ndc,form,strength,mfg,acq,awp,pf,dispensed,p._update,rxcui,epc_class,drug_class
DICLOFENAC   CAP 25MG,59651-0353-08,CAPS,25MG,AUROBINDO,471.21,2011.16,,8/26/2024 0:00,8/29/2024,858342,Nonsteroidal Anti-inflammatory Drug [EPC],Anti-inflammatory
SCARSILK     GEL,72678-0002-01,GEL,,NATIONAL B,0,3420,,0:00:00,5/4/2022,1042835,expired,Moisturizer
HYDROXYZ HCL TAB 10MG,00093-5060-01,TABS,10MG,TEVA USA,1.62,65,,3/27/2023 0:00,8/29/2024,995218,Antihistamine [EPC],Antihistamine
HYDROXYZ HCL TAB 10MG,00093-5060-01,TABS,10MG,TEVA USA,1.62,65,,3/27/2023 0:00,8/29/2024,995218,Antihistamine [EPC],Antihistamine
HYDROXYZ HCL TAB 10MG,00093-5060-01,TABS,10MG,TEVA USA,1.62,65,,3/27/2023 0:00,8/29/2024,995218,Antihistamine [EPC],Antihistamine
FLURANDRENOL LOT 0.05%,45802-0928-03,LOTN,0.05%,PADAGIS,72.36,360,,11/19/2024 0:00,10/16/2024,197719,Corticosteroid [EPC],Scalp (topical steroids)
CLINDAMYCIN  GEL 1%,00168-0202-60,GEL,1%,FOUGERA,13.99,186.71,,0:00:00,5/19/2022,2676585,Lincosamide Antibacterial [EPC],Acne Topical ABX
CLINDAMYCIN  GEL 1%,00168-0202-60,GEL,1%,FOUGERA,13.99,186.71,,0:00:00,5/19/2022,2676585,Lincosamide Antibacterial [EPC],Acne Topical ABX
CLINDAMYCIN  GEL 1%,00168-0202-60,GEL,1%,FOUGERA,13.99,186.71,,0:00:00,5/19/2022,2676585,Lincosamide Antibacterial [EPC],Acne Topical ABX
CLINDAMYCIN  GEL 1%,00168-0202-60,GEL,1%,FOUGERA,13.99,186.71,,0:00:00,5/19/2022,2676585,Lincosamide Antibacterial [EPC],Acne Topical ABX
CLINDAMYCIN  GEL 1%,00168-0202-60,GEL,1%,FOUGERA,13.99,186.71,,0:00:00,5/19/2022,2676585,Lincosamide Antibacterial [EPC],Acne Topical ABX
CLINDAMYCIN  GEL 1%,00168-0202-60,GEL,1%,FOUGERA,13.99,186.71,,0:00:00,5/19/2022,2676585,Lincosamide Antibacterial [EPC],Acne Topical ABX
CLINDAMY/BEN GEL 1-5%,16714-0984-50,GEL,1-5%,NORTHSTAR,12.31,291.27,,11/23/2024 0:00,2/10/2023,358917,Lincosamide Antibacterial [EPC],Acne Topical ABX
CLOBETASOL   LOT 0.05%,51672-1350-08,LOTN,0.05%,TARO ,45.49,836.67,,0:00:00,5/19/2022,861505,Corticosteroid [EPC],Steroids
CLOBETASOL   LOT 0.05%,68180-0536-02,LOTN,0.05%,LUPIN PHRM,41.49,528.56,,0:00:00,5/19/2022,861505,Corticosteroid [EPC],Steroids
DESONIDE     LOT 0.05%,51672-4079-04,LOTN,0.05%,TARO ,12.21,296.1,,0:00:00,11/14/2023,197572,Corticosteroid [EPC],Scalp (topical steroids)
DESONIDE     LOT 0.05%,62332-0550-59,LOTN,0.05%,ALEMBIC PH,18.89,296.09,,0:00:00,5/19/2022,197572,Corticosteroid [EPC],Scalp (topical steroids)
CLOBETASOL   LOT 0.05%,00472-0404-92,LOTN,0.05%,ACTAV MID,9.49,288.96,,0:00:00,5/19/2022,861505,Corticosteroid [EPC],Steroids
KENALOG-10   INJ 10MG/ML,00003-0494-20,SUSP,10MG/ML,,0,14.51,,0:00:00,5/23/2022,1085752,Corticosteroid [EPC],Steroids
CLINDAMYCIN  GEL 1%,21922-0027-05,GEL,1%,ENCUBE ETH,3.9,103.65,,11/22/2024 0:00,8/29/2024,2676585,Lincosamide Antibacterial [EPC],Acne Topical ABX
CLINDAMYCIN  GEL 1%,21922-0027-05,GEL,1%,ENCUBE ETH,3.9,103.65,,11/22/2024 0:00,8/29/2024,2676585,Lincosamide Antibacterial [EPC],Acne Topical ABX
CLINDAMYCIN  GEL 1%,21922-0027-05,GEL,1%,ENCUBE ETH,3.9,103.65,,11/22/2024 0:00,8/29/2024,2676585,Lincosamide Antibacterial [EPC],Acne Topical ABX
CLINDAMYCIN  GEL 1%,21922-0027-05,GEL,1%,ENCUBE ETH,3.9,103.65,,11/22/2024 0:00,8/29/2024,2676585,Lincosamide Antibacterial [EPC],Acne Topical ABX
CLINDAMYCIN  GEL 1%,21922-0027-05,GEL,1%,ENCUBE ETH,3.9,103.65,,11/22/2024 0:00,8/29/2024,2676585,Lincosamide Antibacterial [EPC],Acne Topical ABX
CLINDAMYCIN  GEL 1%,21922-0027-05,GEL,1%,ENCUBE ETH,3.9,103.65,,11/22/2024 0:00,8/29/2024,2676585,Lincosamide Antibacterial [EPC],Acne Topical ABX
FLUOCINONIDE CRE 0.1%,69238-1271-02,CREA,0.10%,AMNEAL,23.99,2335.56,,0:00:00,5/23/2022,485647,Corticosteroid [EPC],Steroids
FLUOCINONIDE CRE 0.1%,69238-1271-03,CREA,0.10%,AMNEAL,15.22,713.39,,0:00:00,5/23/2022,485647,Corticosteroid [EPC],Steroids
CLINDAMYCIN  GEL 1%,16714-0161-01,GEL,1%,NORTHSTAR,7.99,85.07,,0:00:00,6/2/2022,2676585,Lincosamide Antibacterial [EPC],Acne Topical ABX
CLINDAMYCIN  GEL 1%,16714-0161-01,GEL,1%,NORTHSTAR,7.99,85.07,,0:00:00,6/2/2022,2676585,Lincosamide Antibacterial [EPC],Acne Topical ABX
CLINDAMYCIN  GEL 1%,16714-0161-01,GEL,1%,NORTHSTAR,7.99,85.07,,0:00:00,6/2/2022,2676585,Lincosamide Antibacterial [EPC],Acne Topical ABX
CLINDAMYCIN  GEL 1%,16714-0161-01,GEL,1%,NORTHSTAR,7.99,85.07,,0:00:00,6/2/2022,2676585,Lincosamide Antibacterial [EPC],Acne Topical ABX
CLINDAMYCIN  GEL 1%,16714-0161-01,GEL,1%,NORTHSTAR,7.99,85.07,,0:00:00,6/2/2022,2676585,Lincosamide Antibacterial [EPC],Acne Topical ABX
CLINDAMYCIN  GEL 1%,16714-0161-01,GEL,1%,NORTHSTAR,7.99,85.07,,0:00:00,6/2/2022,2676585,Lincosamide Antibacterial [EPC],Acne Topical ABX
ERY/BENZOYL  GEL 3-5%,64980-0328-01,GEL,3-5%,RISING,21,207.39,,11/18/2024 0:00,5/19/2023,244374,Macrolide Antimicrobial [EPC],Acne Topical ABX
ERY/BENZOYL  GEL 3-5%,00781-7054-49,GEL,3-5%,SANDOZ,17,207.39,,11/29/2022 0:00,6/8/2022,244374,expired,Acne Topical ABX
PIMECROLIMUS CRE 1%,00591-2944-87,CREA,1%,ACTAVIS PH,145,1072.07,,0:00:00,6/3/2022,562806,Calcineurin Inhibitor Immunosuppressant [EPC],Non-Ster Anti-Inflam
EPICERAM     EMU,68040-0752-17,EMUL,,PRIMUS,6631.38,6980.4,,0:00:00,6/14/2022,18602,expired,Moisturizer
EPICERAM     EMU,68040-0752-17,EMUL,,PRIMUS,6631.38,6980.4,,0:00:00,6/14/2022,18602,expired,Moisturizer
EPICERAM     EMU,68040-0752-40,EMUL,,PRIMUS,6631.38,6980.4,,0:00:00,6/14/2022,1367265,expired,Moisturizer
EPICERAM     EMU,68040-0752-40,EMUL,,PRIMUS,6631.38,6980.4,,0:00:00,6/14/2022,1367265,expired,Moisturizer
DIFLORASONE  CRE 0.05%,51672-1296-02,CREA,0.05%,TARO ,199.99,419.35,,10/9/2024 0:00,5/16/2024,966577,Corticosteroid [EPC],High Potency Topical Steroid
SPIRONOLACT  TAB 100MG,16729-0227-01,TABS,100MG,ACCORD HEA,8.36,142.49,,0:00:00,7/6/2022,198222,Aldosterone Antagonist [EPC],Diuretic
PREDNISONE   TAB 20MG,60219-1708-05,TABS,20MG,AMNEAL,22.67,128.2,,11/11/2024 0:00,11/11/2024,312615,Corticosteroid [EPC],Anti-inflammatory
MYORISAN     CAP 20MG,61748-0302-13,CAPS,20MG,AKORN,47.5,641.1,,5/5/2023 0:00,1/3/2023,1242613,expired,Accutane
CLINDAMYCIN  GEL TRETINOI,00472-1790-60,GEL,TRETINOI,ACTAV MID,150,762.62,,0:00:00,7/27/2022,882548,Lincosamide Antibacterial [EPC],Acne Topical ABX
CLINDAMYCIN  GEL TRETINOI,00472-1790-60,GEL,TRETINOI,ACTAV MID,150,762.62,,0:00:00,7/27/2022,882548,Lincosamide Antibacterial [EPC],Acne Topical ABX
CLINDAMYCIN  GEL TRETINOI,00472-1790-60,GEL,TRETINOI,ACTAV MID,150,762.62,,0:00:00,7/27/2022,882548,Lincosamide Antibacterial [EPC],Acne Topical ABX
CLINDAMYCIN  GEL TRETINOI,00472-1790-60,GEL,TRETINOI,ACTAV MID,150,762.62,,0:00:00,7/27/2022,882548,Lincosamide Antibacterial [EPC],Acne Topical ABX
CLINDAMYCIN  GEL TRETINOI,00472-1790-60,GEL,TRETINOI,ACTAV MID,150,762.62,,0:00:00,7/27/2022,882548,Lincosamide Antibacterial [EPC],Acne Topical ABX
PENTOXIFYLLI TAB 400MG ER,00904-5448-61,TBCR,400MG ER,MAJOR,18.99,149.82,,0:00:00,7/29/2022,312301,Blood Viscosity Reducer [EPC],Anti-inflammatory
PENTOXIFYLLI TAB 400MG ER,00904-5448-61,TBCR,400MG ER,MAJOR,18.99,149.82,,0:00:00,7/29/2022,312301,Blood Viscosity Reducer [EPC],Anti-inflammatory
PENTOXIFYLLI TAB 400MG ER,60505-0033-06,TBCR,400MG ER,APOTEX,37.07,114.05,,0:00:00,7/29/2022,312301,expired,Anti-inflammatory
PENTOXIFYLLI TAB 400MG ER,60505-0033-06,TBCR,400MG ER,APOTEX,37.07,114.05,,0:00:00,7/29/2022,312301,expired,Anti-inflammatory
TERBINAFINE  TAB 250MG,51991-0526-01,TABS,250MG,BRENCKRDG,9.63,1307.52,,11/14/2024 0:00,8/29/2024,313222,Allylamine Antifungal [EPC],ABX ORALS
TRETINOIN    CRE 0.05%,16714-0249-01,CREA,0.05%,NORTHSTAR,18.99,117.76,,11/23/2024 0:00,5/2/2023,106303,Retinoid [EPC],Retinoids: Exfoliant
IMIQUIMOD    CRE 5%,68462-0536-70,CREA,5%,GLENMARK,10.99,871.66,,11/19/2024 0:00,8/10/2022,310982,Interferon Inducers [MoA],Chemo Cream
HYDROCORTISO CRE 2.5%,62559-0431-30,CREA,2.50%,ANI PHARMA,3.94,83.16,,7/17/2024 0:00,8/10/2022,310891,Corticosteroid [EPC],Medium Potency Topical Steroid
HYDROQUINONE CRE 4%,42192-0151-01,CREA,4%,ACELLA PH,7.49,106.88,,11/22/2024 0:00,8/29/2024,197795,Melanin Synthesis Inhibitor [EPC],Bleaching Cream
UREA         CRE 39%,42792-0101-08,CREA,39%,BIOCOMPPHA,75.99,350.96,,0:00:00,8/31/2022,1093289,unknown,Keratolytic
UREA         CRE 40%,58657-0487-07,CREA,40%,METHOD PHA,45,171.98,,0:00:00,8/31/2022,198342,unknown,Keratolytic
PHYTONADIONE TAB 5MG,70710-1014-03,TABS,5MG,ZYDUS PHAR,449.99,2009.6,,0:00:00,9/13/2022,198102,Vitamin K [EPC],Anti-inflammatory
DORYX MPC    TAB 120MG,51862-0559-30,TBEC,120MG,MAYNE PHAR,427.5,450,,0:00:00,9/13/2022,1801140,expired,ABX Orals
TRIAMCINOLON AER SPRAY,64980-0429-63,AERS,SPRAY,RISING,10,572.04,,0:00:00,9/15/2022,1085736,expired,Steroids
GLYCOPYRROL  TAB 1MG,49884-0065-01,TABS,1MG,PAR PHARMA,7.24,131.25,,11/22/2024 0:00,12/6/2023,197738,Anticholinergic [EPC],Hyperhidrosis
GLYCOPYRROL  TAB 1MG,49884-0065-01,TABS,1MG,PAR PHARMA,7.24,131.25,,11/22/2024 0:00,12/6/2023,197738,Anticholinergic [EPC],Hyperhidrosis
GLYCOPYRROL  TAB 1MG,49884-0065-01,TABS,1MG,PAR PHARMA,7.24,131.25,,11/22/2024 0:00,12/6/2023,197738,Anticholinergic [EPC],Hyperhidrosis
MINOCYCLINE  CAP 100MG,13668-0484-50,CAPS,100MG,TORRENT PH,14.99,169.87,,0:00:00,11/6/2023,197984,Tetracycline-class Drug [EPC],ABX ORALS
MINOCYCLINE  CAP 100MG,13668-0484-05,CAPS,100MG,TORRENT PH,114.99,1664.75,,0:00:00,6/11/2024,197984,Tetracycline-class Drug [EPC],ABX ORALS
FLUOCIN ACET OIL 0.01% SC,64980-0330-04,OIL,0.01% SC,RISING,12.73,220.75,,11/12/2024 0:00,8/29/2024,1191307,Corticosteroid [EPC],Scalp: (topical steroids)
KETOCONAZOLE CRE 2%,21922-0025-07,CREA,2%,ENCUBE ETH,4.27,276.96,,11/23/2024 0:00,8/29/2024,203088,Azole Antifungal [EPC],Anti-fungal
DOXYCYCL HYC TAB 100MG DR,23155-0142-01,TBEC,100MG DR,AVET PHARM,135,1314.83,,0:00:00,9/27/2022,434018,Tetracycline-class Drug [EPC],ABX Orals
DOXYCYC MONO TAB 150MG,23155-0136-03,TABS,150MG,AVET PHARM,10.89,274.18,,7/15/2024 0:00,6/3/2024,1650444,Tetracycline-class Drug [EPC],ABX ORALS
MINOCYCLINE  TAB 105MG ER,67877-0438-30,TB24,105MG ER,ASCENDLABS,47.78,1170.3,,0:00:00,9/27/2022,1013659,Tetracycline-class Drug [EPC],ABX Orals
MINOCYCLINE  TAB 90MG ER,67877-0576-30,TB24,90MG ER,ASCENDLABS,27,722.3,,0:00:00,9/27/2022,629699,Tetracycline-class Drug [EPC],ABX Orals
MINOCYCLINE  TAB 80MG ER,67877-0437-30,TB24,80MG ER,ASCENDLABS,22,1170.3,,0:00:00,9/27/2022,1013665,Tetracycline-class Drug [EPC],ABX Orals
SELENIUM SUL SHA 2.25%,42192-0152-06,SHAM,2.25%,ACELLA PH,22.51,163.21,,0:00:00,9/27/2022,706548,expired,Scalp Topical Steroids
SELENIUM SUL SHA 2.25%,42192-0152-06,SHAM,2.25%,ACELLA PH,22.51,163.21,,0:00:00,9/27/2022,706548,expired,Scalp Topical Steroids
HALCINONIDE  CRE 0.1%,57664-0698-36,CREA,0.10%,SUN PHARMA,369,797.51,,9/30/2022 0:00,9/28/2022,103467,Corticosteroid [EPC],Medium Potency Topical Steroid
FINASTERIDE  TAB 1MG,57237-0061-30,TABS,1MG,RISING,0.98,81.38,,10/4/2024 0:00,8/29/2024,200172,5-alpha Reductase Inhibitor [EPC],Hair loss
DOXYCYC MONO TAB 50MG,23155-0133-01,TABS,50MG,AVET PHARM,12,335.71,,0:00:00,10/4/2022,1652673,Tetracycline-class Drug [EPC],ABX Orals
ALCLOMETASON CRE 0.05%,00168-0263-45,CREA,0.05%,FOUGERA,16,97.51,,0:00:00,10/18/2022,855474,Corticosteroid [EPC],Low Potency Topical Steroid
ADVAIR DISKU AER 100/50,00173-0695-00,AEPB,100/50,GLAXOSMITH,0,380.46,,0:00:00,10/19/2022,896185,Corticosteroid [EPC],Steroids
FLUTIC/SALME AER 100/50,00054-0326-56,AEPB,100/50,HIKMA PHAR,0,361.44,,0:00:00,10/19/2022,896184,Corticosteroid [EPC],Steroids
BUDES/FORMOT AER 80-4.5,00310-7372-20,AERO,80-4.5,PRASCO LAB,218,352.52,,0:00:00,10/20/2022,1246288,Corticosteroid [EPC],Steroids
ALLERGY RELI TAB 10MG,69230-0304-01,TABS,10MG,CAMBER CON,3.99,249.75,,0:00:00,10/19/2022,1014678,Histamine-1 Receptor Antagonist [EPC],Antihistamines
MONTELUKAST  TAB 10MG,16729-0119-17,TABS,10MG,ACCORD HEA,26.15,5656.67,,0:00:00,10/20/2022,200224,Leukotriene Receptor Antagonist [EPC],Antihistamine
MONTELUKAST  TAB 10MG,16729-0119-17,TABS,10MG,ACCORD HEA,26.15,5656.67,,0:00:00,10/20/2022,200224,Leukotriene Receptor Antagonist [EPC],Antihistamine
BUDESONIDE   SUS 0.5MG/2,00093-6816-73,SUSP,0.5MG/2,TEVA USA,18.88,332.37,,0:00:00,10/20/2022,351109,Corticosteroid [EPC],Steroids
FLUTIC/SALME AER 250/50,00054-0327-56,AEPB,250/50,HIKMA PHAR,72.88,449.08,,0:00:00,10/20/2022,896209,Corticosteroid [EPC],Steroids
BUDESONIDE   SUS 0.5MG/2,69097-0319-87,SUSP,0.5MG/2,CIPLA USA,19.89,332.37,,0:00:00,10/20/2022,351109,Corticosteroid [EPC],Steroids
FLUTIC/SALME AER 100/50,66993-0584-97,AEPB,100/50,PRASCO LAB,54.69,357.63,,0:00:00,10/20/2022,896184,Corticosteroid [EPC],Steroids
BUDESONIDE   SUS 0.25MG/2,00115-1687-74,SUSP,0.25MG/2,AMNEAL,24.95,282.42,,0:00:00,10/20/2022,349094,Corticosteroid [EPC],Steroids
ALBUTEROL    AER HFA,00054-0742-87,AERS,HFA,HIKMA PHAR,10.98,90.9,,0:00:00,10/20/2022,2123111,beta2-Adrenergic Agonist [EPC],Bronchodilator
ALBUTEROL    AER HFA,00054-0742-87,AERS,HFA,HIKMA PHAR,10.98,90.9,,0:00:00,10/20/2022,2123111,beta2-Adrenergic Agonist [EPC],Bronchodilator
ALBUTEROL    AER HFA,00054-0742-87,AERS,HFA,HIKMA PHAR,10.98,90.9,,0:00:00,10/20/2022,2123111,beta2-Adrenergic Agonist [EPC],Bronchodilator
ALBUTEROL    AER HFA,68180-0963-01,AERS,HFA,LUPIN PHRM,15.65,74.02,,0:00:00,10/20/2022,2123072,beta2-Adrenergic Agonist [EPC],Bronchodilator
ALBUTEROL    AER HFA,68180-0963-01,AERS,HFA,LUPIN PHRM,15.65,74.02,,0:00:00,10/20/2022,2123072,beta2-Adrenergic Agonist [EPC],Bronchodilator
ALBUTEROL    AER HFA,68180-0963-01,AERS,HFA,LUPIN PHRM,15.65,74.02,,0:00:00,10/20/2022,2123072,beta2-Adrenergic Agonist [EPC],Bronchodilator
ALBUTEROL    NEB 1.25MG/3,00487-9904-01,NEBU,1.25MG/3,NEPHRON,14,47.81,,0:00:00,10/20/2022,351136,beta2-Adrenergic Agonist [EPC],Bronchodilator
ALBUTEROL    AER HFA,00781-7296-85,AERS,HFA,SANDOZ,10.25,44.98,,0:00:00,10/20/2022,2123111,beta2-Adrenergic Agonist [EPC],Bronchodilator
ALBUTEROL    AER HFA,00781-7296-85,AERS,HFA,SANDOZ,10.25,44.98,,0:00:00,10/20/2022,2123111,beta2-Adrenergic Agonist [EPC],Bronchodilator
ALBUTEROL    AER HFA,00781-7296-85,AERS,HFA,SANDOZ,10.25,44.98,,0:00:00,10/20/2022,2123111,beta2-Adrenergic Agonist [EPC],Bronchodilator
ADVAIR HFA   AER 45/21,00173-0715-20,AERO,45/21,GLAXOSMITH,336.66,391.87,,0:00:00,10/20/2022,896237,Corticosteroid [EPC],Steroids
DESOXIMETAS  CRE 0.05%,51672-1271-03,CREA,0.05%,TARO ,99.99,367.44,,0:00:00,10/25/2022,197573,Corticosteroid [EPC],Steroids
IMIQUIMOD    CRE 3.75%PMP,68682-0272-75,CREA,3.75%PMP,OCEANSIDE,330,1329.25,,0:00:00,10/25/2022,967017,Interferon Inducers [MoA],Chemo Cream
DESOXIMETAS  CRE 0.05%,68180-0949-02,CREA,0.05%,LUPIN PHRM,34.99,367.44,,0:00:00,10/25/2022,197573,Corticosteroid [EPC],Steroids
DAPSONE      GEL 7.5%,51672-1388-03,GEL,7.50%,TARO ,96.4,674.56,,0:00:00,2/7/2023,1741905,Sulfone [EPC],Acne Topical ABX
DAPSONE      GEL 7.5%,51672-1388-03,GEL,7.50%,TARO ,96.4,674.56,,0:00:00,2/7/2023,1741905,Sulfone [EPC],Acne Topical ABX
DAPSONE      GEL 7.5%,51672-1388-03,GEL,7.50%,TARO ,96.4,674.56,,0:00:00,2/7/2023,1741905,Sulfone [EPC],Acne Topical ABX
DAPSONE      GEL 7.5%,51672-1388-03,GEL,7.50%,TARO ,96.4,674.56,,0:00:00,2/7/2023,1741905,Sulfone [EPC],Acne Topical ABX
ADAPAL/BEN P GEL 0.3-2.5%,72578-0119-04,GEL,0.3-2.5%,VIONA PHAR,64.99,615,,0:00:00,10/25/2022,1663745,Retinoid [EPC],Retinoids: Exfoliant
HALUCORT     GEL,72678-0033-01,GEL,,NATIONAL B,295,965,,0:00:00,10/25/2022,2623241,expired,Medium Potency Topical Steroid
NAFTIFINE    GEL 1%,00115-1510-58,GEL,1%,AMNEAL,0,472.63,,0:00:00,10/25/2022,896106,expired,Antifungal
SULFAC SULFR PAD 9.8-4.8%,52187-0552-60,PADS,9.8-4.8%,KMM PHARMA,110,721.92,,0:00:00,10/25/2022,1494170,Sulfonamide Antibacterial [EPC],Keratolytic
ECONAZOLE    CRE 1%,51672-1303-02,CREA,1%,TARO ,8.25,217.35,,0:00:00,10/25/2022,857366,Azole Antifungal [EPC],Anti-fungal
ECONAZOLE    CRE 1%,51672-1303-08,CREA,1%,TARO ,15.99,434.7,,0:00:00,10/25/2022,857366,Azole Antifungal [EPC],Anti-fungal
LULICONAZOLE CRE 1%,68682-0850-60,CREA,1%,OCEANSIDE,224.99,240,,0:00:00,10/25/2022,1482684,Azole Antifungal [EPC],Anti-fungal
CLOBETASOL E CRE 0.05%,62559-0980-60,CREA,0.05%,ANI PHARMA,18.75,272.54,,0:00:00,10/25/2022,1992281,expired,Steroids
CLOBETASOL E CRE 0.05%,51672-1297-03,CREA,0.05%,TARO ,18.86,272.53,,11/18/2024 0:00,10/25/2022,1992281,Corticosteroid [EPC],Steroids
DESONIDE     GEL 0.05%,52187-0556-60,GEL,0.05%,KMM PHARMA,0,680.69,,0:00:00,10/25/2022,669081,expired,Low Potency Topical Steroid
DIFLORASONE  OIN 0.05%,64980-0124-45,OINT,0.05%,RISING,48.75,849.2,,12/13/2022 0:00,11/1/2022,966607,Corticosteroid [EPC],High Potency Topical Steroid
TERBINAFINE  TAB 250MG,65862-0079-30,TABS,250MG,AUROBINDO,3.06,383.54,,5/1/2023 0:00,11/10/2022,313222,Allylamine Antifungal [EPC],ABX ORALS
DESOXIMETASO SPR 0.25%,68180-0944-33,LIQD,0.25%,LUPIN PHRM,36.99,591.06,,0:00:00,11/10/2022,1376338,Corticosteroid [EPC],Steroids
KETOCONAZOLE CRE 2%,21922-0025-05,CREA,2%,ENCUBE ETH,3.5,208.44,,0:00:00,11/16/2022,203088,Azole Antifungal [EPC],Anti-fungal
KETOCONAZOLE CRE 2%,51672-1298-02,CREA,2%,TARO ,11,208.44,,0:00:00,11/16/2022,203088,Azole Antifungal [EPC],Anti-fungal
CLOBETASOL   SPR 0.05%,51672-1371-08,LIQD,0.05%,TARO ,14.94,710.59,,0:00:00,12/1/2022,861512,Corticosteroid [EPC],Steroids
CLOBETASOL   SPR 0.05%,68462-0480-39,LIQD,0.05%,GLENMARK,9.7,394.96,,0:00:00,12/1/2022,861512,Corticosteroid [EPC],Steroids
NAPROX-ESOM  TAB 500-20MG,00378-4386-91,TBEC,500-20MG,MYLAN,289,2680.78,,0:00:00,12/9/2022,994008,expired,NSAID
NAPROX-ESOM  TAB 500-20MG,00378-4386-91,TBEC,500-20MG,MYLAN,289,2680.78,,0:00:00,12/9/2022,994008,expired,NSAID
PODOFILOX    SOL 0.5%,00574-0611-05,SOLN,0.50%,PADAGIS,36.19,108.15,,8/14/2023 0:00,12/12/2022,582926,Decreased Mitosis [PE],Chemo Cream
FLUCONAZOLE  TAB 150MG,55111-0145-12,TABS,150MG,DR.REDDY'S,3.2,167.2,,3/20/2023 0:00,12/12/2022,197699,Azole Antifungal [EPC],Anti-fungal
NYSTAT/TRIAM CRE,62332-0606-60,CREA,,ALEMBIC PH,4.99,227.29,,11/22/2024 0:00,8/29/2024,1053753,Corticosteroid [EPC],Steroids
SIMPONI ARIA SOL 50MG/4ML,57894-0350-01,SOLN,50MG/4ML,JANSSEN BI,0,2399.03,,0:00:00,12/16/2022,1431647,Tumor Necrosis Factor Blocker [EPC],Immunosuppressant
SEBEX        SHA,00536-1962-97,SHAM,,RUGBY LABO,2.42,4.43,,0:00:00,12/20/2022,210177,unknown,Scalp Topical Steroids
CLINDAMYCIN  GEL TRETINOI,73473-0306-30,GEL,TRETINOI,SOLARIS PH,109,432.42,,3/10/2023 0:00,1/18/2024,882548,Lincosamide Antibacterial [EPC],Acne Topical ABX
CLINDAMYCIN  GEL TRETINOI,73473-0306-30,GEL,TRETINOI,SOLARIS PH,109,432.42,,3/10/2023 0:00,1/18/2024,882548,Lincosamide Antibacterial [EPC],Acne Topical ABX
CLINDAMYCIN  GEL TRETINOI,73473-0306-30,GEL,TRETINOI,SOLARIS PH,109,432.42,,3/10/2023 0:00,1/18/2024,882548,Lincosamide Antibacterial [EPC],Acne Topical ABX
CLINDAMYCIN  GEL TRETINOI,73473-0306-30,GEL,TRETINOI,SOLARIS PH,109,432.42,,3/10/2023 0:00,1/18/2024,882548,Lincosamide Antibacterial [EPC],Acne Topical ABX
CLINDAMYCIN  GEL TRETINOI,73473-0306-30,GEL,TRETINOI,SOLARIS PH,109,432.42,,3/10/2023 0:00,1/18/2024,882548,Lincosamide Antibacterial [EPC],Acne Topical ABX
HALCINONIDE  CRE 0.1%,71428-0011-60,CREA,0.10%,GLASSHOUSE,245,830.74,,11/1/2023 0:00,12/20/2022,103467,unknown,Medium Potency Topical Steroid
UREA         LOT 10%,58980-0608-60,LOTN,10%,STRATUS,13.02,16.55,,0:00:00,12/27/2022,198884,expired,Keratolytic
UREA         LOT 40%,81542-0201-08,LOTN,40%,BANTRY PHA,47.1,185.76,,0:00:00,12/27/2022,351155,unknown,Keratolytic
DESOXIMETAS  GEL 0.05%,51672-1261-03,GEL,0.05%,TARO ,59.99,345,,0:00:00,12/27/2022,315059,Corticosteroid [EPC],Steroids
IMIQUIMOD    CRE 3.75%PMP,51672-4174-09,CREA,3.75%PMP,TARO ,294.99,1404.66,,0:00:00,12/27/2022,967017,Interferon Inducers [MoA],Chemo Cream
CLOBETASOL   SHA 0.05%,51672-1347-08,SHAM,0.05%,TARO ,15.5,217.67,,7/31/2024 0:00,4/26/2024,861490,Corticosteroid [EPC],Steroids
CALCITRIOL   OIN 3MCG/GM,45802-0608-01,OINT,3MCG/GM,PADAGIS,433.21,702.81,,0:00:00,12/27/2022,388517,Vitamin D3 Analog [EPC],Immune Response Mod
KERALYT      SHA 6%,11086-0043-06,SHAM,6%,SUMMERS,48.41,56.4,,0:00:00,1/3/2023,999618,unknown,Keratolytic
SALICYLIC    AER 6%,42192-0112-70,FOAM,6%,ACELLA PH,162.01,256,,0:00:00,1/5/2023,790884,unknown,Keratolytic
SALICYLIC AC OIN 3%,73352-0107-30,OINT,3%,TRIFLUENT,345,865.97,,11/19/2024 0:00,1/5/2023,312888,unknown,Keratolytic
SALICYLIC AC LIQ 27.5%,42192-0135-10,LIQD,27.50%,ACELLA PH,36.31,392.82,,0:00:00,1/5/2023,1095689,unknown,Keratolytic
CLOCORTOLONE CRE 0.1%,51672-4166-06,CREA,0.10%,TARO ,130,322.47,,0:00:00,1/5/2023,197520,Corticosteroid [EPC],Steroids
OMEPRA/BICAR CAP 20-1100,55111-0363-30,CAPS,20-1100,DR.REDDY'S,7.88,3145.08,,0:00:00,1/10/2023,616539,expired,Anti-inflammatory
IBU/FAMOT    TAB 800-26.6,67877-0626-90,TABS,800-26.6,ASCENDLABS,98.99,998,,0:00:00,1/13/2023,1100066,Histamine-2 Receptor Antagonist [EPC],NSAID
CLOTRIMAZOLE CRE 1%,51672-1275-02,CREA,1%,TARO ,2.89,34.85,,6/11/2024 0:00,8/29/2024,309367,Azole Antifungal [EPC],Anti-fungal
FLUOCINONIDE CRE E 0.05%,00713-0664-60,CREA,E 0.05%,COSETTE PH,15.99,192.65,,0:00:00,1/27/2023,1801283,Corticosteroid [EPC],Steroids
